time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,move,val_move_x,val_move_y,close,val_close,up,val_up,
0.000000,1496170150,0.0,0.0,0.0,0.0
1.000000,1496170244,0.0233138687909,0.0576449111104,0.0,0.0
2.000000,1496170245,0.0233138687909,0.0576449111104,0.0,0.0
3.000000,1496170246,0.0233138687909,0.0576449111104,0.0,0.0
4.000000,1496170247,0.0550270192325,-0.0267148800194,1.0,0.0
5.000000,1496170248,0.0550270192325,-0.0267148800194,1.0,0.0
6.000000,1496170249,0.0550270192325,-0.0267148800194,1.0,0.0
7.000000,1496170250,0.042168661952,-0.0689502358437,0.0,0.0
8.000000,1496170251,0.042168661952,-0.0689502358437,0.0,0.0
9.000000,1496170252,0.042168661952,-0.0689502358437,0.0,0.0
10.000000,1496170253,-0.0163545440882,-0.0430237948895,0.0,0.0
11.000000,1496170254,-0.0163545440882,-0.0430237948895,0.0,0.0
12.000000,1496170255,-0.0163545440882,-0.0430237948895,0.0,0.0
13.000000,1496170256,0.0695834681392,-0.070000000298,0.0,0.0
